"dbn","grade","year","subject","n","score"
"27Q323","6",2013,"Math",256,346
"27Q323","7",2013,"Math",251,340
"27Q323","8",2013,"Math",191,345
"27Q323","All Grades",2013,"Math",698,344
"27Q333","3",2013,"Math",52,305
"27Q333","4",2013,"Math",61,292
"27Q333","5",2013,"Math",63,292
"27Q333","6",2013,"Math",41,281
"27Q333","7",2013,"Math",41,292
"27Q333","8",2013,"Math",28,310
"27Q333","All Grades",2013,"Math",286,294
"28Q008","6",2013,"Math",226,277
"28Q008","7",2013,"Math",215,280
"28Q008","8",2013,"Math",198,278
"28Q008","All Grades",2013,"Math",639,278
"28Q030","4",2013,"Math",106,277
"28Q030","5",2013,"Math",93,283
"28Q030","All Grades",2013,"Math",199,280
"28Q040","3",2013,"Math",93,274
"28Q040","4",2013,"Math",65,292
"28Q040","5",2013,"Math",75,281
"28Q040","All Grades",2013,"Math",233,281
"28Q048","3",2013,"Math",65,278
"28Q048","4",2013,"Math",60,277
"28Q048","5",2013,"Math",61,292
"28Q048","All Grades",2013,"Math",186,282
"28Q050","3",2013,"Math",110,300
"28Q050","4",2013,"Math",146,307
"28Q050","5",2013,"Math",111,306
"28Q050","6",2013,"Math",1,NA
"28Q050","All Grades",2013,"Math",368,305
"28Q054","3",2013,"Math",91,300
"28Q054","4",2013,"Math",82,289
"28Q054","5",2013,"Math",81,295
"28Q054","All Grades",2013,"Math",254,295
"28Q055","3",2013,"Math",76,293
"28Q055","4",2013,"Math",91,296
"28Q055","5",2013,"Math",83,292
"28Q055","All Grades",2013,"Math",250,294
"28Q072","6",2013,"Math",277,286
"28Q072","7",2013,"Math",314,286
"28Q072","8",2013,"Math",256,281
"28Q072","All Grades",2013,"Math",847,284
"28Q080","3",2013,"Math",91,297
"28Q080","4",2013,"Math",94,283
"28Q080","5",2013,"Math",86,292
"28Q080","All Grades",2013,"Math",271,291
"28Q082","3",2013,"Math",110,284
"28Q082","4",2013,"Math",98,301
"28Q082","5",2013,"Math",104,281
"28Q082","All Grades",2013,"Math",312,288
"28Q086","3",2013,"Math",110,296
"28Q086","4",2013,"Math",150,295
"28Q086","5",2013,"Math",256,296
"28Q086","All Grades",2013,"Math",516,296
"28Q099","3",2013,"Math",127,307
"28Q099","4",2013,"Math",110,310
"28Q099","5",2013,"Math",122,304
"28Q099","6",2013,"Math",93,317
"28Q099","All Grades",2013,"Math",452,309
"28Q101","3",2013,"Math",95,328
"28Q101","4",2013,"Math",93,327
"28Q101","5",2013,"Math",112,344
"28Q101","6",2013,"Math",23,330
"28Q101","All Grades",2013,"Math",323,334
"28Q117","3",2013,"Math",159,305
"28Q117","4",2013,"Math",158,296
"28Q117","5",2013,"Math",174,310
"28Q117","All Grades",2013,"Math",491,304
"28Q121","3",2013,"Math",120,318
"28Q121","4",2013,"Math",145,314
"28Q121","5",2013,"Math",126,316
"28Q121","All Grades",2013,"Math",391,316
"28Q139","3",2013,"Math",140,317
"28Q139","4",2013,"Math",139,316
"28Q139","5",2013,"Math",129,317
"28Q139","All Grades",2013,"Math",408,317
"28Q140","3",2013,"Math",97,278
"28Q140","4",2013,"Math",103,289
"28Q140","5",2013,"Math",87,283
"28Q140","All Grades",2013,"Math",287,283
"28Q144","3",2013,"Math",113,330
"28Q144","4",2013,"Math",104,333
"28Q144","5",2013,"Math",94,329
"28Q144","All Grades",2013,"Math",311,331
"28Q157","6",2013,"Math",461,323
"28Q157","7",2013,"Math",454,313
"28Q157","8",2013,"Math",351,313
"28Q157","All Grades",2013,"Math",1266,317
"28Q160","3",2013,"Math",95,280
"28Q160","4",2013,"Math",78,283
"28Q160","5",2013,"Math",106,280
"28Q160","All Grades",2013,"Math",279,281
"28Q161","3",2013,"Math",109,315
"28Q161","4",2013,"Math",108,315
"28Q161","5",2013,"Math",90,310
"28Q161","All Grades",2013,"Math",307,313
"28Q167","6",2013,"Math",126,304
"28Q167","7",2013,"Math",108,299
"28Q167","8",2013,"Math",99,315
"28Q167","All Grades",2013,"Math",333,306
"28Q174","3",2013,"Math",110,314
"28Q174","4",2013,"Math",95,312
"28Q174","5",2013,"Math",85,322
"28Q174","All Grades",2013,"Math",290,316
"28Q175","3",2013,"Math",126,307
"28Q175","4",2013,"Math",128,316
"28Q175","5",2013,"Math",107,309
"28Q175","All Grades",2013,"Math",361,311
"28Q182","3",2013,"Math",156,290
"28Q182","4",2013,"Math",137,296
"28Q182","All Grades",2013,"Math",293,293
"28Q190","6",2013,"Math",278,311
"28Q190","7",2013,"Math",343,315
"28Q190","8",2013,"Math",384,317
"28Q190","All Grades",2013,"Math",1005,315
"28Q196","3",2013,"Math",85,344
"28Q196","4",2013,"Math",114,330
"28Q196","5",2013,"Math",91,341
"28Q196","All Grades",2013,"Math",290,338
"28Q206","3",2013,"Math",92,299
"28Q206","4",2013,"Math",96,297
"28Q206","5",2013,"Math",105,305
"28Q206","All Grades",2013,"Math",293,300
"28Q217","6",2013,"Math",491,296
"28Q217","7",2013,"Math",557,295
"28Q217","8",2013,"Math",624,293
"28Q217","All Grades",2013,"Math",1672,295
"28Q220","3",2013,"Math",110,301
"28Q220","4",2013,"Math",100,307
"28Q220","5",2013,"Math",72,308
"28Q220","All Grades",2013,"Math",282,305
"28Q284","6",2013,"Math",95,326
"28Q284","7",2013,"Math",85,314
"28Q284","8",2013,"Math",77,312
"28Q284","All Grades",2013,"Math",257,318
"28Q303","3",2013,"Math",40,336
"28Q303","All Grades",2013,"Math",40,336
"28Q310","6",2013,"Math",79,304
"28Q310","7",2013,"Math",79,295
"28Q310","8",2013,"Math",58,290
"28Q310","All Grades",2013,"Math",216,297
"28Q354","3",2013,"Math",75,294
"28Q354","All Grades",2013,"Math",75,294
"28Q680","6",2013,"Math",93,336
"28Q680","7",2013,"Math",101,328
"28Q680","8",2013,"Math",100,339
"28Q680","All Grades",2013,"Math",294,335
"28Q896","6",2013,"Math",81,302
"28Q896","7",2013,"Math",80,304
"28Q896","8",2013,"Math",70,293
"28Q896","All Grades",2013,"Math",231,300
"29Q015","3",2013,"Math",63,296
"29Q015","4",2013,"Math",78,291
"29Q015","5",2013,"Math",61,303
"29Q015","All Grades",2013,"Math",202,296
"29Q033","3",2013,"Math",174,298
"29Q033","4",2013,"Math",154,299
"29Q033","5",2013,"Math",155,299
"29Q033","All Grades",2013,"Math",483,299
"29Q034","3",2013,"Math",88,302
"29Q034","4",2013,"Math",72,302
"29Q034","5",2013,"Math",87,294
"29Q034","All Grades",2013,"Math",247,299
"29Q035","3",2013,"Math",123,294
"29Q035","4",2013,"Math",90,306
"29Q035","5",2013,"Math",97,297
"29Q035","All Grades",2013,"Math",310,298
"29Q036","3",2013,"Math",56,287
"29Q036","4",2013,"Math",81,294
"29Q036","5",2013,"Math",72,290
"29Q036","All Grades",2013,"Math",209,291
"29Q037","3",2013,"Math",70,296
"29Q037","4",2013,"Math",80,271
"29Q037","5",2013,"Math",92,276
"29Q037","All Grades",2013,"Math",242,280
"29Q038","3",2013,"Math",36,289
"29Q038","4",2013,"Math",37,285
"29Q038","5",2013,"Math",69,296
"29Q038","All Grades",2013,"Math",142,291
"29Q052","3",2013,"Math",58,283
"29Q052","4",2013,"Math",100,285
"29Q052","5",2013,"Math",81,288
"29Q052","All Grades",2013,"Math",239,285
"29Q059","6",2013,"Math",165,277
"29Q059","7",2013,"Math",212,282
"29Q059","8",2013,"Math",194,295
"29Q059","All Grades",2013,"Math",571,285
"29Q095","3",2013,"Math",237,296
"29Q095","4",2013,"Math",242,296
"29Q095","5",2013,"Math",234,306
"29Q095","All Grades",2013,"Math",713,299
"29Q109","6",2013,"Math",340,302
"29Q109","7",2013,"Math",390,296
"29Q109","8",2013,"Math",355,287
"29Q109","All Grades",2013,"Math",1085,295
"29Q116","3",2013,"Math",95,275
"29Q116","4",2013,"Math",71,284
"29Q116","5",2013,"Math",67,281
"29Q116","6",2013,"Math",57,291
"29Q116","7",2013,"Math",58,274
"29Q116","8",2013,"Math",56,284
"29Q116","All Grades",2013,"Math",404,281
"29Q118","3",2013,"Math",84,282
"29Q118","4",2013,"Math",91,295
"29Q118","5",2013,"Math",95,278
"29Q118","All Grades",2013,"Math",270,285
"29Q131","3",2013,"Math",146,317
"29Q131","4",2013,"Math",161,319
"29Q131","5",2013,"Math",143,318
"29Q131","All Grades",2013,"Math",450,318
"29Q132","3",2013,"Math",39,302
"29Q132","4",2013,"Math",52,295
"29Q132","5",2013,"Math",59,286
"29Q132","All Grades",2013,"Math",150,293
"29Q134","3",2013,"Math",87,284
"29Q134","4",2013,"Math",89,273
"29Q134","5",2013,"Math",59,279
"29Q134","All Grades",2013,"Math",235,279
"29Q135","3",2013,"Math",160,302
"29Q135","4",2013,"Math",174,304
"29Q135","5",2013,"Math",193,299
"29Q135","All Grades",2013,"Math",527,302
"29Q136","3",2013,"Math",82,287
"29Q136","4",2013,"Math",96,283
"29Q136","5",2013,"Math",95,295
"29Q136","All Grades",2013,"Math",273,288
"29Q138","3",2013,"Math",81,266
"29Q138","4",2013,"Math",72,279
"29Q138","5",2013,"Math",96,290
"29Q138","6",2013,"Math",103,286
"29Q138","7",2013,"Math",105,289
"29Q138","8",2013,"Math",122,292
"29Q138","All Grades",2013,"Math",579,285
"29Q147","3",2013,"Math",79,296
"29Q147","4",2013,"Math",66,279
"29Q147","5",2013,"Math",89,279
"29Q147","6",2013,"Math",79,284
"29Q147","7",2013,"Math",66,280
"29Q147","8",2013,"Math",68,284
"29Q147","All Grades",2013,"Math",447,284
"29Q156","3",2013,"Math",70,279
"29Q156","4",2013,"Math",59,279
"29Q156","5",2013,"Math",52,288
"29Q156","6",2013,"Math",83,283
"29Q156","7",2013,"Math",82,281
"29Q156","8",2013,"Math",89,280
"29Q156","All Grades",2013,"Math",435,282
"29Q176","3",2013,"Math",137,308
"29Q176","4",2013,"Math",137,302
"29Q176","5",2013,"Math",152,294
"29Q176","All Grades",2013,"Math",426,301
"29Q181","3",2013,"Math",47,302
"29Q181","4",2013,"Math",60,288
"29Q181","5",2013,"Math",62,270
"29Q181","All Grades",2013,"Math",169,286
"29Q192","6",2013,"Math",159,274
"29Q192","7",2013,"Math",200,280
"29Q192","8",2013,"Math",216,287
"29Q192","All Grades",2013,"Math",575,281
"29Q195","3",2013,"Math",103,275
"29Q195","4",2013,"Math",118,284
"29Q195","5",2013,"Math",131,286
"29Q195","All Grades",2013,"Math",352,282
"29Q208","3",2013,"Math",87,307
"29Q208","4",2013,"Math",85,304
"29Q208","5",2013,"Math",83,298
"29Q208","6",2013,"Math",88,316
"29Q208","7",2013,"Math",78,310
"29Q208","8",2013,"Math",92,313
"29Q208","All Grades",2013,"Math",513,308
"29Q231","8",2013,"Math",294,278
"29Q231","All Grades",2013,"Math",294,278
"29Q238","6",2013,"Math",512,289
"29Q238","7",2013,"Math",496,291
"29Q238","8",2013,"Math",525,299
"29Q238","All Grades",2013,"Math",1533,293
"29Q251","3",2013,"Math",64,308
"29Q251","All Grades",2013,"Math",64,308
"29Q259","6",2013,"Math",77,301
"29Q259","7",2013,"Math",83,284
"29Q259","8",2013,"Math",80,280
"29Q259","All Grades",2013,"Math",240,288
"29Q268","3",2013,"Math",78,295
"29Q268","4",2013,"Math",70,296
"29Q268","5",2013,"Math",67,288
"29Q268","6",2013,"Math",60,291
"29Q268","7",2013,"Math",55,287
"29Q268","8",2013,"Math",62,298
"29Q268","All Grades",2013,"Math",392,293
"29Q270","3",2013,"Math",83,295
"29Q270","4",2013,"Math",59,291
"29Q270","5",2013,"Math",61,295
"29Q270","6",2013,"Math",66,289
"29Q270","7",2013,"Math",65,294
"29Q270","8",2013,"Math",77,297
"29Q270","All Grades",2013,"Math",411,294
"29Q283","6",2013,"Math",59,308
"29Q283","7",2013,"Math",65,294
"29Q283","8",2013,"Math",57,295
"29Q283","All Grades",2013,"Math",181,299
"29Q295","3",2013,"Math",60,315
"29Q295","4",2013,"Math",59,312
"29Q295","5",2013,"Math",68,293
"29Q295","6",2013,"Math",64,310
"29Q295","7",2013,"Math",61,325
"29Q295","8",2013,"Math",58,318
"29Q295","All Grades",2013,"Math",370,312
"29Q327","6",2013,"Math",88,291
"29Q327","7",2013,"Math",76,286
"29Q327","8",2013,"Math",73,290
"29Q327","All Grades",2013,"Math",237,289
"29Q355","6",2013,"Math",160,285
"29Q355","7",2013,"Math",153,277
"29Q355","All Grades",2013,"Math",313,281
"29Q356","6",2013,"Math",164,274
"29Q356","7",2013,"Math",157,273
"29Q356","All Grades",2013,"Math",321,273
"30Q002","3",2013,"Math",120,297
"30Q002","4",2013,"Math",122,304
"30Q002","5",2013,"Math",100,301
"30Q002","All Grades",2013,"Math",342,301
"30Q010","6",2013,"Math",286,299
"30Q010","7",2013,"Math",313,303
"30Q010","8",2013,"Math",302,305
"30Q010","All Grades",2013,"Math",901,302
"30Q011","3",2013,"Math",190,307
"30Q011","4",2013,"Math",197,312
"30Q011","5",2013,"Math",184,313
"30Q011","6",2013,"Math",144,310
"30Q011","All Grades",2013,"Math",715,311
"30Q017","3",2013,"Math",67,286
"30Q017","4",2013,"Math",88,291
"30Q017","5",2013,"Math",107,287
"30Q017","All Grades",2013,"Math",262,288
"30Q069","3",2013,"Math",247,311
"30Q069","4",2013,"Math",262,320
"30Q069","5",2013,"Math",198,313
"30Q069","All Grades",2013,"Math",707,315
"30Q070","3",2013,"Math",150,306
"30Q070","4",2013,"Math",151,312
"30Q070","5",2013,"Math",165,301
"30Q070","All Grades",2013,"Math",466,306
"30Q076","3",2013,"Math",63,287
"30Q076","4",2013,"Math",77,278
"30Q076","5",2013,"Math",63,287
"30Q076","All Grades",2013,"Math",203,284
"30Q078","3",2013,"Math",28,325
"30Q078","4",2013,"Math",45,325
"30Q078","5",2013,"Math",30,321
"30Q078","All Grades",2013,"Math",103,324
"30Q084","3",2013,"Math",47,304
"30Q084","4",2013,"Math",41,303
"30Q084","5",2013,"Math",50,300
"30Q084","6",2013,"Math",24,296
"30Q084","7",2013,"Math",26,292
"30Q084","8",2013,"Math",21,290
"30Q084","All Grades",2013,"Math",209,299
"30Q085","3",2013,"Math",79,325
"30Q085","4",2013,"Math",78,320
"30Q085","5",2013,"Math",95,327
"30Q085","All Grades",2013,"Math",252,324
"30Q092","3",2013,"Math",151,285
"30Q092","4",2013,"Math",154,290
"30Q092","5",2013,"Math",129,297
"30Q092","All Grades",2013,"Math",434,290
"30Q111","3",2013,"Math",47,264
"30Q111","4",2013,"Math",40,267
"30Q111","5",2013,"Math",48,266
"30Q111","6",2013,"Math",60,275
"30Q111","7",2013,"Math",39,272
"30Q111","8",2013,"Math",31,284
"30Q111","All Grades",2013,"Math",265,271
"30Q112","3",2013,"Math",78,296
"30Q112","4",2013,"Math",78,290
"30Q112","5",2013,"Math",94,306
"30Q112","All Grades",2013,"Math",250,298
"30Q122","3",2013,"Math",163,322
"30Q122","4",2013,"Math",182,322
"30Q122","5",2013,"Math",145,314
"30Q122","6",2013,"Math",113,361
"30Q122","7",2013,"Math",91,364
"30Q122","8",2013,"Math",105,351
"30Q122","All Grades",2013,"Math",799,335
"30Q126","6",2013,"Math",146,288
"30Q126","7",2013,"Math",150,284
"30Q126","8",2013,"Math",178,286
"30Q126","All Grades",2013,"Math",474,286
"30Q127","3",2013,"Math",159,289
"30Q127","4",2013,"Math",142,291
"30Q127","5",2013,"Math",155,276
"30Q127","6",2013,"Math",135,286
"30Q127","7",2013,"Math",124,281
"30Q127","8",2013,"Math",112,286
"30Q127","All Grades",2013,"Math",827,285
"30Q141","6",2013,"Math",386,318
"30Q141","7",2013,"Math",395,316
"30Q141","8",2013,"Math",356,314
"30Q141","All Grades",2013,"Math",1137,316
"30Q145","6",2013,"Math",670,293
"30Q145","7",2013,"Math",709,296
"30Q145","8",2013,"Math",656,305
"30Q145","All Grades",2013,"Math",2035,298
"30Q148","3",2013,"Math",147,298
"30Q148","4",2013,"Math",156,298
"30Q148","5",2013,"Math",147,291
"30Q148","All Grades",2013,"Math",450,296
"30Q149","3",2013,"Math",278,300
"30Q149","4",2013,"Math",272,294
"30Q149","5",2013,"Math",240,292
"30Q149","All Grades",2013,"Math",790,295
"30Q150","3",2013,"Math",165,327
"30Q150","4",2013,"Math",169,319
"30Q150","5",2013,"Math",172,326
"30Q150","6",2013,"Math",124,327
"30Q150","All Grades",2013,"Math",630,325
"30Q151","3",2013,"Math",65,278
"30Q151","4",2013,"Math",91,283
"30Q151","5",2013,"Math",56,288
"30Q151","All Grades",2013,"Math",212,283
"30Q152","3",2013,"Math",182,300
"30Q152","4",2013,"Math",227,317
"30Q152","5",2013,"Math",179,320
"30Q152","6",2013,"Math",48,324
"30Q152","All Grades",2013,"Math",636,314
"30Q166","3",2013,"Math",190,303
"30Q166","4",2013,"Math",142,306
"30Q166","5",2013,"Math",127,304
"30Q166","All Grades",2013,"Math",459,304
"30Q171","3",2013,"Math",89,287
"30Q171","4",2013,"Math",73,295
"30Q171","5",2013,"Math",94,287
"30Q171","All Grades",2013,"Math",256,289
"30Q204","6",2013,"Math",240,293
"30Q204","7",2013,"Math",243,298
"30Q204","8",2013,"Math",203,297
"30Q204","All Grades",2013,"Math",686,296
"30Q212","3",2013,"Math",136,304
"30Q212","4",2013,"Math",133,307
"30Q212","5",2013,"Math",112,313
"30Q212","All Grades",2013,"Math",381,307
"30Q227","5",2013,"Math",183,327
"30Q227","6",2013,"Math",466,319
"30Q227","7",2013,"Math",456,320
"30Q227","8",2013,"Math",384,319
"30Q227","All Grades",2013,"Math",1489,320
"30Q230","6",2013,"Math",302,316
"30Q230","7",2013,"Math",325,314
"30Q230","8",2013,"Math",325,312
"30Q230","All Grades",2013,"Math",952,314
"30Q234","3",2013,"Math",94,306
"30Q234","4",2013,"Math",101,303
"30Q234","5",2013,"Math",112,295
"30Q234","All Grades",2013,"Math",307,301
"30Q235","6",2013,"Math",50,268
"30Q235","7",2013,"Math",96,268
"30Q235","8",2013,"Math",67,295
"30Q235","All Grades",2013,"Math",213,277
"30Q286","6",2013,"Math",86,311
"30Q286","7",2013,"Math",92,313
"30Q286","8",2013,"Math",79,310
"30Q286","All Grades",2013,"Math",257,312
"30Q580","7",2013,"Math",109,352
"30Q580","8",2013,"Math",97,348
"30Q580","All Grades",2013,"Math",206,350
"31R001","3",2013,"Math",86,313
"31R001","4",2013,"Math",85,312
"31R001","5",2013,"Math",87,317
"31R001","All Grades",2013,"Math",258,314
"31R002","6",2013,"Math",291,289
"31R002","7",2013,"Math",356,296
"31R002","8",2013,"Math",310,297
"31R002","All Grades",2013,"Math",957,294
"31R003","3",2013,"Math",178,316
"31R003","4",2013,"Math",163,318
"31R003","5",2013,"Math",158,320
"31R003","All Grades",2013,"Math",499,318
"31R004","3",2013,"Math",122,303
"31R004","4",2013,"Math",122,313
"31R004","5",2013,"Math",144,315
"31R004","All Grades",2013,"Math",388,310
"31R005","3",2013,"Math",32,318
"31R005","4",2013,"Math",32,321
"31R005","5",2013,"Math",38,325
"31R005","All Grades",2013,"Math",102,321
"31R006","3",2013,"Math",143,304
"31R006","4",2013,"Math",140,297
"31R006","5",2013,"Math",132,312
"31R006","All Grades",2013,"Math",415,304
"31R007","6",2013,"Math",399,327
"31R007","7",2013,"Math",393,321
"31R007","8",2013,"Math",403,316
"31R007","All Grades",2013,"Math",1195,321
"31R008","3",2013,"Math",59,331
"31R008","4",2013,"Math",76,318
"31R008","5",2013,"Math",82,318
"31R008","All Grades",2013,"Math",217,322
"31R011","3",2013,"Math",32,295
"31R011","4",2013,"Math",55,297
"31R011","5",2013,"Math",51,295
"31R011","All Grades",2013,"Math",138,296
"31R013","3",2013,"Math",138,303
"31R013","4",2013,"Math",136,308
"31R013","5",2013,"Math",117,316
"31R013","All Grades",2013,"Math",391,309
"31R014","3",2013,"Math",113,274
"31R014","4",2013,"Math",96,273
"31R014","5",2013,"Math",117,279
"31R014","All Grades",2013,"Math",326,275
"31R016","3",2013,"Math",118,273
"31R016","4",2013,"Math",153,281
"31R016","5",2013,"Math",155,280
"31R016","All Grades",2013,"Math",426,278
"31R018","3",2013,"Math",94,300
"31R018","4",2013,"Math",83,287
"31R018","5",2013,"Math",84,281
"31R018","All Grades",2013,"Math",261,290
"31R019","3",2013,"Math",90,305
"31R019","4",2013,"Math",96,305
"31R019","5",2013,"Math",111,293
"31R019","All Grades",2013,"Math",297,301
"31R020","3",2013,"Math",86,284
"31R020","4",2013,"Math",82,286
"31R020","5",2013,"Math",88,294
"31R020","All Grades",2013,"Math",256,288
"31R021","3",2013,"Math",79,282
"31R021","4",2013,"Math",82,289
"31R021","5",2013,"Math",69,281
"31R021","All Grades",2013,"Math",230,284
"31R022","3",2013,"Math",173,293
"31R022","4",2013,"Math",164,288
"31R022","5",2013,"Math",208,296
"31R022","All Grades",2013,"Math",545,293
"31R023","3",2013,"Math",74,328
"31R023","4",2013,"Math",84,321
"31R023","5",2013,"Math",98,321
"31R023","All Grades",2013,"Math",256,323
"31R024","6",2013,"Math",462,308
"31R024","7",2013,"Math",479,310
"31R024","8",2013,"Math",461,304
"31R024","All Grades",2013,"Math",1402,307
"31R026","3",2013,"Math",26,323
"31R026","4",2013,"Math",29,291
"31R026","5",2013,"Math",29,318
"31R026","All Grades",2013,"Math",84,310
"31R027","6",2013,"Math",372,288
"31R027","7",2013,"Math",367,289
"31R027","8",2013,"Math",322,289
"31R027","All Grades",2013,"Math",1061,288
"31R029","3",2013,"Math",123,309
"31R029","4",2013,"Math",153,312
"31R029","5",2013,"Math",130,323
"31R029","All Grades",2013,"Math",406,314
"31R030","3",2013,"Math",145,308
"31R030","4",2013,"Math",130,308
"31R030","5",2013,"Math",134,311
"31R030","All Grades",2013,"Math",409,309
"31R031","3",2013,"Math",72,276
"31R031","4",2013,"Math",73,290
"31R031","5",2013,"Math",83,278
"31R031","All Grades",2013,"Math",228,281
"31R032","3",2013,"Math",142,302
"31R032","4",2013,"Math",157,322
"31R032","5",2013,"Math",113,313
"31R032","All Grades",2013,"Math",412,313
"31R034","6",2013,"Math",392,309
"31R034","7",2013,"Math",370,312
"31R034","8",2013,"Math",374,316
"31R034","All Grades",2013,"Math",1136,312
"31R035","3",2013,"Math",59,322
"31R035","4",2013,"Math",61,317
"31R035","5",2013,"Math",46,330
"31R035","All Grades",2013,"Math",166,322
"31R036","3",2013,"Math",131,318
"31R036","4",2013,"Math",160,304
"31R036","5",2013,"Math",161,305
"31R036","All Grades",2013,"Math",452,308
"31R038","3",2013,"Math",60,300
"31R038","4",2013,"Math",49,313
"31R038","5",2013,"Math",53,311
"31R038","All Grades",2013,"Math",162,308
"31R039","3",2013,"Math",85,305
"31R039","4",2013,"Math",93,316
"31R039","5",2013,"Math",86,314
"31R039","All Grades",2013,"Math",264,312
"31R041","3",2013,"Math",112,304
"31R041","4",2013,"Math",101,310
"31R041","5",2013,"Math",104,312
"31R041","All Grades",2013,"Math",317,309
"31R042","3",2013,"Math",142,313
"31R042","4",2013,"Math",165,315
"31R042","5",2013,"Math",171,304
"31R042","All Grades",2013,"Math",478,311
"31R044","3",2013,"Math",130,274
"31R044","4",2013,"Math",113,277
"31R044","5",2013,"Math",125,276
"31R044","All Grades",2013,"Math",368,276
"31R045","3",2013,"Math",135,296
"31R045","4",2013,"Math",155,296
"31R045","5",2013,"Math",169,302
"31R045","All Grades",2013,"Math",459,298
"31R046","3",2013,"Math",56,291
"31R046","4",2013,"Math",57,290
"31R046","5",2013,"Math",40,297
"31R046","All Grades",2013,"Math",153,292
"31R048","3",2013,"Math",99,317
"31R048","4",2013,"Math",92,321
"31R048","5",2013,"Math",94,317
"31R048","All Grades",2013,"Math",285,318
"31R049","6",2013,"Math",273,275
"31R049","7",2013,"Math",271,282
"31R049","8",2013,"Math",294,282
"31R049","All Grades",2013,"Math",838,279
"31R050","3",2013,"Math",149,337
"31R050","4",2013,"Math",110,321
"31R050","5",2013,"Math",92,323
"31R050","All Grades",2013,"Math",351,328
"31R051","6",2013,"Math",394,285
"31R051","7",2013,"Math",290,286
"31R051","8",2013,"Math",323,287
"31R051","All Grades",2013,"Math",1007,286
"31R052","3",2013,"Math",93,303
"31R052","4",2013,"Math",92,306
"31R052","5",2013,"Math",87,297
"31R052","All Grades",2013,"Math",272,302
"31R053","3",2013,"Math",77,318
"31R053","4",2013,"Math",99,317
"31R053","5",2013,"Math",92,323
"31R053","All Grades",2013,"Math",268,320
"31R054","3",2013,"Math",140,309
"31R054","4",2013,"Math",143,314
"31R054","5",2013,"Math",140,295
"31R054","All Grades",2013,"Math",423,306
"31R055","3",2013,"Math",113,314
"31R055","4",2013,"Math",115,316
"31R055","5",2013,"Math",116,308
"31R055","All Grades",2013,"Math",344,312
"31R056","3",2013,"Math",106,319
"31R056","4",2013,"Math",138,319
"31R056","5",2013,"Math",118,316
"31R056","All Grades",2013,"Math",362,318
"31R057","3",2013,"Math",95,266
"31R057","4",2013,"Math",84,279
"31R057","5",2013,"Math",85,287
"31R057","All Grades",2013,"Math",264,277
"31R058","3",2013,"Math",125,307
"31R058","4",2013,"Math",108,295
"31R058","5",2013,"Math",131,300
"31R058","All Grades",2013,"Math",364,301
"31R060","3",2013,"Math",127,305
"31R060","4",2013,"Math",145,305
"31R060","5",2013,"Math",141,304
"31R060","All Grades",2013,"Math",413,304
"31R061","6",2013,"Math",371,277
"31R061","7",2013,"Math",419,285
"31R061","8",2013,"Math",382,285
"31R061","All Grades",2013,"Math",1172,283
"31R063","6",2013,"Math",150,307
"31R063","7",2013,"Math",143,307
"31R063","8",2013,"Math",147,312
"31R063","All Grades",2013,"Math",440,309
"31R065","3",2013,"Math",56,307
"31R065","4",2013,"Math",79,307
"31R065","5",2013,"Math",28,299
"31R065","All Grades",2013,"Math",163,305
"31R069","3",2013,"Math",160,313
"31R069","4",2013,"Math",146,306
"31R069","5",2013,"Math",147,311
"31R069","All Grades",2013,"Math",453,310
"31R072","6",2013,"Math",389,309
"31R072","7",2013,"Math",444,305
"31R072","8",2013,"Math",455,307
"31R072","All Grades",2013,"Math",1288,307
"31R074","3",2013,"Math",21,263
"31R074","All Grades",2013,"Math",21,263
"31R075","6",2013,"Math",372,316
"31R075","7",2013,"Math",477,315
"31R075","8",2013,"Math",434,319
"31R075","All Grades",2013,"Math",1283,317
"31R080","3",2013,"Math",85,318
"31R080","4",2013,"Math",94,311
"31R080","5",2013,"Math",95,304
"31R080","6",2013,"Math",98,309
"31R080","7",2013,"Math",96,307
"31R080","8",2013,"Math",94,317
"31R080","All Grades",2013,"Math",562,311
"31R861","3",2013,"Math",66,303
"31R861","4",2013,"Math",62,318
"31R861","6",2013,"Math",97,325
"31R861","7",2013,"Math",108,309
"31R861","8",2013,"Math",134,318
"31R861","All Grades",2013,"Math",467,316
"32K045","3",2013,"Math",106,275
"32K045","4",2013,"Math",97,284
"32K045","5",2013,"Math",100,283
"32K045","6",2013,"Math",75,305
"32K045","7",2013,"Math",58,289
"32K045","All Grades",2013,"Math",436,286
"32K075","3",2013,"Math",89,272
"32K075","4",2013,"Math",97,282
"32K075","5",2013,"Math",76,288
"32K075","All Grades",2013,"Math",262,280
"32K086","3",2013,"Math",75,290
"32K086","4",2013,"Math",74,291
"32K086","5",2013,"Math",79,297
"32K086","All Grades",2013,"Math",228,293
"32K106","3",2013,"Math",116,285
"32K106","4",2013,"Math",89,290
"32K106","5",2013,"Math",78,283
"32K106","All Grades",2013,"Math",283,286
"32K116","3",2013,"Math",84,293
"32K116","4",2013,"Math",74,288
"32K116","5",2013,"Math",94,303
"32K116","All Grades",2013,"Math",252,296
"32K123","3",2013,"Math",146,285
"32K123","4",2013,"Math",113,288
"32K123","5",2013,"Math",128,289
"32K123","All Grades",2013,"Math",387,287
"32K145","3",2013,"Math",132,286
"32K145","4",2013,"Math",118,285
"32K145","5",2013,"Math",124,285
