"dbn","grade","year","subject","n","score"
"13K265","6",2012,"ELA",55,658
"13K265","7",2006,"ELA",106,626
"13K265","7",2007,"ELA",95,636
"13K265","7",2008,"ELA",74,651
"13K265","7",2009,"ELA",68,654
"13K265","7",2010,"ELA",61,653
"13K265","7",2011,"ELA",55,659
"13K265","7",2012,"ELA",51,657
"13K265","8",2006,"ELA",119,625
"13K265","8",2007,"ELA",92,637
"13K265","8",2008,"ELA",89,640
"13K265","8",2009,"ELA",67,648
"13K265","8",2010,"ELA",65,642
"13K265","8",2011,"ELA",68,645
"13K265","8",2012,"ELA",51,652
"13K265","All Grades",2006,"ELA",330,NA
"13K265","All Grades",2007,"ELA",267,NA
"13K265","All Grades",2008,"ELA",234,NA
"13K265","All Grades",2009,"ELA",195,NA
"13K265","All Grades",2010,"ELA",187,NA
"13K265","All Grades",2011,"ELA",178,652
"13K265","All Grades",2012,"ELA",157,655
"13K266","6",2006,"ELA",88,650
"13K266","6",2007,"ELA",73,652
"13K266","6",2008,"ELA",51,653
"13K266","6",2009,"ELA",55,665
"13K266","6",2010,"ELA",71,656
"13K266","6",2011,"ELA",53,656
"13K266","6",2012,"ELA",52,654
"13K266","7",2006,"ELA",51,672
"13K266","7",2007,"ELA",87,652
"13K266","7",2008,"ELA",78,658
"13K266","7",2009,"ELA",61,665
"13K266","7",2010,"ELA",59,662
"13K266","7",2011,"ELA",72,663
"13K266","7",2012,"ELA",45,661
"13K266","8",2006,"ELA",84,654
"13K266","8",2007,"ELA",48,670
"13K266","8",2008,"ELA",85,659
"13K266","8",2009,"ELA",81,656
"13K266","8",2010,"ELA",67,648
"13K266","8",2011,"ELA",61,651
"13K266","8",2012,"ELA",74,653
"13K266","All Grades",2006,"ELA",223,NA
"13K266","All Grades",2007,"ELA",208,NA
"13K266","All Grades",2008,"ELA",214,NA
"13K266","All Grades",2009,"ELA",197,NA
"13K266","All Grades",2010,"ELA",197,NA
"13K266","All Grades",2011,"ELA",186,657
"13K266","All Grades",2012,"ELA",171,655
"13K270","3",2006,"ELA",43,644
"13K270","3",2007,"ELA",38,628
"13K270","3",2008,"ELA",48,671
"13K270","3",2009,"ELA",41,669
"13K270","3",2010,"ELA",32,673
"13K270","3",2011,"ELA",29,666
"13K270","3",2012,"ELA",31,658
"13K270","4",2006,"ELA",49,665
"13K270","4",2007,"ELA",39,652
"13K270","4",2008,"ELA",34,670
"13K270","4",2009,"ELA",37,676
"13K270","4",2010,"ELA",43,678
"13K270","4",2011,"ELA",30,682
"13K270","4",2012,"ELA",28,661
"13K270","5",2006,"ELA",51,688
"13K270","5",2007,"ELA",47,663
"13K270","5",2008,"ELA",37,684
"13K270","5",2009,"ELA",31,693
"13K270","5",2010,"ELA",40,687
"13K270","5",2011,"ELA",37,669
"13K270","5",2012,"ELA",23,663
"13K270","All Grades",2006,"ELA",143,NA
"13K270","All Grades",2007,"ELA",124,NA
"13K270","All Grades",2008,"ELA",119,NA
"13K270","All Grades",2009,"ELA",109,NA
"13K270","All Grades",2010,"ELA",115,NA
"13K270","All Grades",2011,"ELA",96,672
"13K270","All Grades",2012,"ELA",82,660
"13K282","3",2006,"ELA",90,664
"13K282","3",2007,"ELA",95,669
"13K282","3",2008,"ELA",100,671
"13K282","3",2009,"ELA",121,677
"13K282","3",2010,"ELA",125,672
"13K282","3",2011,"ELA",122,662
"13K282","3",2012,"ELA",113,668
"13K282","4",2006,"ELA",78,660
"13K282","4",2007,"ELA",103,667
"13K282","4",2008,"ELA",94,672
"13K282","4",2009,"ELA",102,669
"13K282","4",2010,"ELA",118,671
"13K282","4",2011,"ELA",123,675
"13K282","4",2012,"ELA",108,679
"13K282","5",2006,"ELA",90,667
"13K282","5",2007,"ELA",67,665
"13K282","5",2008,"ELA",91,663
"13K282","5",2009,"ELA",95,667
"13K282","5",2010,"ELA",96,674
"13K282","5",2011,"ELA",117,669
"13K282","5",2012,"ELA",114,673
"13K282","6",2009,"ELA",83,659
"13K282","6",2010,"ELA",62,659
"13K282","6",2011,"ELA",88,662
"13K282","6",2012,"ELA",113,663
"13K282","7",2010,"ELA",71,666
"13K282","7",2011,"ELA",60,661
"13K282","7",2012,"ELA",89,667
"13K282","8",2011,"ELA",71,652
"13K282","8",2012,"ELA",63,661
"13K282","All Grades",2006,"ELA",258,NA
"13K282","All Grades",2007,"ELA",265,NA
"13K282","All Grades",2008,"ELA",285,NA
"13K282","All Grades",2009,"ELA",401,NA
"13K282","All Grades",2010,"ELA",472,NA
"13K282","All Grades",2011,"ELA",581,665
"13K282","All Grades",2012,"ELA",600,669
"13K287","3",2006,"ELA",35,645
"13K287","3",2007,"ELA",35,629
"13K287","3",2008,"ELA",21,643
"13K287","3",2009,"ELA",29,630
"13K287","3",2010,"ELA",29,653
"13K287","3",2011,"ELA",26,650
"13K287","3",2012,"ELA",36,654
"13K287","4",2006,"ELA",29,626
"13K287","4",2007,"ELA",32,639
"13K287","4",2008,"ELA",30,622
"13K287","4",2009,"ELA",15,646
"13K287","4",2010,"ELA",30,643
"13K287","4",2011,"ELA",36,657
"13K287","4",2012,"ELA",26,653
"13K287","5",2006,"ELA",33,628
"13K287","5",2007,"ELA",27,642
"13K287","5",2008,"ELA",30,647
"13K287","5",2009,"ELA",30,655
"13K287","5",2010,"ELA",16,654
"13K287","5",2011,"ELA",27,659
"13K287","5",2012,"ELA",32,657
"13K287","All Grades",2006,"ELA",97,NA
"13K287","All Grades",2007,"ELA",94,NA
"13K287","All Grades",2008,"ELA",81,NA
"13K287","All Grades",2009,"ELA",74,NA
"13K287","All Grades",2010,"ELA",75,NA
"13K287","All Grades",2011,"ELA",89,656
"13K287","All Grades",2012,"ELA",94,655
"13K301","6",2006,"ELA",63,650
"13K301","6",2007,"ELA",79,648
"13K301","6",2008,"ELA",86,646
"13K301","6",2009,"ELA",84,653
"13K301","6",2010,"ELA",72,647
"13K301","6",2011,"ELA",85,652
"13K301","6",2012,"ELA",65,654
"13K301","7",2006,"ELA",82,647
"13K301","7",2007,"ELA",53,646
"13K301","7",2008,"ELA",81,653
"13K301","7",2009,"ELA",88,653
"13K301","7",2010,"ELA",82,653
"13K301","7",2011,"ELA",62,653
"13K301","7",2012,"ELA",74,656
"13K301","8",2006,"ELA",122,638
"13K301","8",2007,"ELA",78,653
"13K301","8",2008,"ELA",53,644
"13K301","8",2009,"ELA",75,656
"13K301","8",2010,"ELA",83,644
"13K301","8",2011,"ELA",83,650
"13K301","8",2012,"ELA",61,643
"13K301","All Grades",2006,"ELA",267,NA
"13K301","All Grades",2007,"ELA",210,NA
"13K301","All Grades",2008,"ELA",220,NA
"13K301","All Grades",2009,"ELA",247,NA
"13K301","All Grades",2010,"ELA",237,NA
"13K301","All Grades",2011,"ELA",230,652
"13K301","All Grades",2012,"ELA",200,651
"13K305","3",2006,"ELA",76,634
"13K305","3",2007,"ELA",73,641
"13K305","3",2008,"ELA",56,648
"13K305","3",2009,"ELA",62,658
"13K305","3",2010,"ELA",49,644
"13K305","3",2011,"ELA",70,653
"13K305","3",2012,"ELA",48,658
"13K305","4",2006,"ELA",69,644
"13K305","4",2007,"ELA",64,642
"13K305","4",2008,"ELA",65,642
"13K305","4",2009,"ELA",57,651
"13K305","4",2010,"ELA",59,658
"13K305","4",2011,"ELA",45,651
"13K305","4",2012,"ELA",66,645
"13K305","5",2006,"ELA",80,643
"13K305","5",2007,"ELA",73,648
"13K305","5",2008,"ELA",52,656
"13K305","5",2009,"ELA",46,660
"13K305","5",2010,"ELA",47,672
"13K305","5",2011,"ELA",50,665
"13K305","5",2012,"ELA",34,659
"13K305","All Grades",2006,"ELA",225,NA
"13K305","All Grades",2007,"ELA",210,NA
"13K305","All Grades",2008,"ELA",173,NA
"13K305","All Grades",2009,"ELA",165,NA
"13K305","All Grades",2010,"ELA",155,NA
"13K305","All Grades",2011,"ELA",165,656
"13K305","All Grades",2012,"ELA",148,652
"13K307","3",2006,"ELA",54,636
"13K307","3",2007,"ELA",51,637
"13K307","3",2008,"ELA",51,654
"13K307","3",2009,"ELA",41,653
"13K307","3",2010,"ELA",44,648
"13K307","3",2011,"ELA",42,659
"13K307","3",2012,"ELA",34,654
"13K307","4",2006,"ELA",72,623
"13K307","4",2007,"ELA",54,635
"13K307","4",2008,"ELA",42,634
"13K307","4",2009,"ELA",45,659
"13K307","4",2010,"ELA",40,649
"13K307","4",2011,"ELA",45,654
"13K307","4",2012,"ELA",47,668
"13K307","5",2006,"ELA",58,634
"13K307","5",2007,"ELA",59,638
"13K307","5",2008,"ELA",53,647
"13K307","5",2009,"ELA",43,656
"13K307","5",2010,"ELA",45,658
"13K307","5",2011,"ELA",37,657
"13K307","5",2012,"ELA",43,658
"13K307","All Grades",2006,"ELA",184,NA
"13K307","All Grades",2007,"ELA",164,NA
"13K307","All Grades",2008,"ELA",146,NA
"13K307","All Grades",2009,"ELA",129,NA
"13K307","All Grades",2010,"ELA",129,NA
"13K307","All Grades",2011,"ELA",124,657
"13K307","All Grades",2012,"ELA",124,661
"13K313","6",2006,"ELA",79,642
"13K313","6",2007,"ELA",84,643
"13K313","6",2008,"ELA",84,646
"13K313","6",2009,"ELA",68,658
"13K313","6",2010,"ELA",47,645
"13K313","6",2011,"ELA",44,654
"13K313","6",2012,"ELA",36,658
"13K313","7",2006,"ELA",109,645
"13K313","7",2007,"ELA",77,644
"13K313","7",2008,"ELA",90,649
"13K313","7",2009,"ELA",75,653
"13K313","7",2010,"ELA",65,655
"13K313","7",2011,"ELA",45,647
"13K313","7",2012,"ELA",47,658
"13K313","8",2006,"ELA",129,633
"13K313","8",2007,"ELA",112,653
"13K313","8",2008,"ELA",84,641
"13K313","8",2009,"ELA",103,650
"13K313","8",2010,"ELA",85,648
"13K313","8",2011,"ELA",71,648
"13K313","8",2012,"ELA",49,643
"13K313","All Grades",2006,"ELA",317,NA
"13K313","All Grades",2007,"ELA",273,NA
"13K313","All Grades",2008,"ELA",258,NA
"13K313","All Grades",2009,"ELA",246,NA
"13K313","All Grades",2010,"ELA",197,NA
"13K313","All Grades",2011,"ELA",160,649
"13K313","All Grades",2012,"ELA",132,652
"13K336","6",2006,"ELA",72,625
"13K336","6",2007,"ELA",66,637
"13K336","6",2008,"ELA",41,634
"13K336","6",2009,"ELA",46,652
"13K336","6",2010,"ELA",37,654
"13K336","6",2011,"ELA",36,654
"13K336","6",2012,"ELA",35,653
"13K336","7",2007,"ELA",49,635
"13K336","7",2008,"ELA",60,649
"13K336","7",2009,"ELA",37,649
"13K336","7",2010,"ELA",41,649
"13K336","7",2011,"ELA",33,653
"13K336","7",2012,"ELA",28,658
"13K336","8",2008,"ELA",38,640
"13K336","8",2009,"ELA",52,650
"13K336","8",2010,"ELA",31,641
"13K336","8",2011,"ELA",36,645
"13K336","8",2012,"ELA",34,648
"13K336","All Grades",2006,"ELA",72,NA
"13K336","All Grades",2007,"ELA",115,NA
"13K336","All Grades",2008,"ELA",139,NA
"13K336","All Grades",2009,"ELA",135,NA
"13K336","All Grades",2010,"ELA",109,NA
"13K336","All Grades",2011,"ELA",105,651
"13K336","All Grades",2012,"ELA",97,653
"13K492","6",2007,"ELA",82,664
"13K492","6",2008,"ELA",76,663
"13K492","6",2009,"ELA",73,666
"13K492","6",2010,"ELA",94,661
"13K492","6",2011,"ELA",90,667
"13K492","6",2012,"ELA",94,669
"13K492","7",2008,"ELA",82,668
"13K492","7",2009,"ELA",81,667
"13K492","7",2010,"ELA",79,665
"13K492","7",2011,"ELA",93,667
"13K492","7",2012,"ELA",95,668
"13K492","8",2009,"ELA",87,663
"13K492","8",2010,"ELA",85,657
"13K492","8",2011,"ELA",82,658
"13K492","8",2012,"ELA",98,660
"13K492","All Grades",2007,"ELA",82,NA
"13K492","All Grades",2008,"ELA",158,NA
"13K492","All Grades",2009,"ELA",241,NA
"13K492","All Grades",2010,"ELA",258,NA
"13K492","All Grades",2011,"ELA",265,664
"13K492","All Grades",2012,"ELA",287,666
"13K527","6",2007,"ELA",68,652
"13K527","6",2008,"ELA",71,649
"13K527","6",2009,"ELA",83,661
"13K527","6",2010,"ELA",73,662
"13K527","6",2011,"ELA",72,664
"13K527","6",2012,"ELA",71,661
"13K527","7",2008,"ELA",67,659
"13K527","7",2009,"ELA",76,656
"13K527","7",2010,"ELA",85,659
"13K527","7",2011,"ELA",72,663
"13K527","7",2012,"ELA",61,666
"13K527","8",2009,"ELA",78,652
"13K527","8",2010,"ELA",74,642
"13K527","8",2011,"ELA",88,655
"13K527","8",2012,"ELA",74,656
"13K527","All Grades",2007,"ELA",68,NA
"13K527","All Grades",2008,"ELA",138,NA
"13K527","All Grades",2009,"ELA",237,NA
"13K527","All Grades",2010,"ELA",232,NA
"13K527","All Grades",2011,"ELA",232,660
"13K527","All Grades",2012,"ELA",206,660
"13K571","6",2006,"ELA",87,631
"13K571","6",2007,"ELA",84,634
"13K571","6",2008,"ELA",77,635
"13K571","6",2009,"ELA",59,646
"13K571","6",2010,"ELA",43,642
"13K571","6",2011,"ELA",47,646
"13K571","7",2006,"ELA",99,622
"13K571","7",2007,"ELA",75,636
"13K571","7",2008,"ELA",87,640
"13K571","7",2009,"ELA",81,648
"13K571","7",2010,"ELA",56,646
"13K571","7",2011,"ELA",45,648
"13K571","7",2012,"ELA",31,643
"13K571","8",2006,"ELA",84,632
"13K571","8",2007,"ELA",89,631
"13K571","8",2008,"ELA",80,640
"13K571","8",2009,"ELA",83,635
"13K571","8",2010,"ELA",78,631
"13K571","8",2011,"ELA",59,638
"13K571","8",2012,"ELA",40,640
"13K571","All Grades",2006,"ELA",270,NA
"13K571","All Grades",2007,"ELA",248,NA
"13K571","All Grades",2008,"ELA",244,NA
"13K571","All Grades",2009,"ELA",223,NA
"13K571","All Grades",2010,"ELA",177,NA
"13K571","All Grades",2011,"ELA",151,643
"13K571","All Grades",2012,"ELA",71,641
"13K596","6",2008,"ELA",74,643
"13K596","6",2009,"ELA",65,647
"13K596","6",2010,"ELA",50,649
"13K596","6",2011,"ELA",38,649
"13K596","6",2012,"ELA",36,649
"13K596","7",2009,"ELA",65,651
"13K596","7",2010,"ELA",56,649
"13K596","7",2011,"ELA",54,651
"13K596","7",2012,"ELA",43,651
"13K596","8",2010,"ELA",67,640
"13K596","8",2011,"ELA",73,639
"13K596","8",2012,"ELA",50,640
"13K596","All Grades",2008,"ELA",74,NA
"13K596","All Grades",2009,"ELA",130,NA
"13K596","All Grades",2010,"ELA",173,NA
"13K596","All Grades",2011,"ELA",165,645
"13K596","All Grades",2012,"ELA",129,646
"13K691","6",2011,"ELA",93,656
"13K691","6",2012,"ELA",83,655
"13K691","7",2012,"ELA",88,660
"13K691","All Grades",2011,"ELA",93,656
"13K691","All Grades",2012,"ELA",171,658
"14K016","3",2006,"ELA",52,649
"14K016","3",2007,"ELA",73,644
"14K016","3",2008,"ELA",65,643
"14K016","3",2009,"ELA",70,649
"14K016","3",2010,"ELA",49,653
"14K016","3",2011,"ELA",57,656
"14K016","3",2012,"ELA",51,658
"14K016","4",2006,"ELA",52,645
"14K016","4",2007,"ELA",58,643
"14K016","4",2008,"ELA",73,641
"14K016","4",2009,"ELA",52,659
"14K016","4",2010,"ELA",66,652
"14K016","4",2011,"ELA",47,660
"14K016","4",2012,"ELA",48,666
"14K016","5",2006,"ELA",68,629
"14K016","5",2007,"ELA",59,650
"14K016","5",2008,"ELA",44,652
"14K016","5",2009,"ELA",58,659
"14K016","5",2010,"ELA",46,659
"14K016","5",2011,"ELA",50,658
"14K016","5",2012,"ELA",41,661
"14K016","All Grades",2006,"ELA",172,NA
"14K016","All Grades",2007,"ELA",190,NA
"14K016","All Grades",2008,"ELA",182,NA
"14K016","All Grades",2009,"ELA",180,NA
"14K016","All Grades",2010,"ELA",161,NA
"14K016","All Grades",2011,"ELA",154,658
"14K016","All Grades",2012,"ELA",140,661
"14K017","3",2006,"ELA",43,655
"14K017","3",2007,"ELA",61,660
"14K017","3",2008,"ELA",58,661
"14K017","3",2009,"ELA",68,653
"14K017","3",2010,"ELA",53,666
"14K017","3",2011,"ELA",64,658
"14K017","3",2012,"ELA",64,658
"14K017","4",2006,"ELA",65,650
"14K017","4",2007,"ELA",62,653
"14K017","4",2008,"ELA",62,657
"14K017","4",2009,"ELA",51,664
"14K017","4",2010,"ELA",67,667
"14K017","4",2011,"ELA",61,663
"14K017","4",2012,"ELA",59,673
"14K017","5",2006,"ELA",61,640
"14K017","5",2007,"ELA",66,653
"14K017","5",2008,"ELA",61,650
"14K017","5",2009,"ELA",65,668
"14K017","5",2010,"ELA",50,676
"14K017","5",2011,"ELA",66,665
"14K017","5",2012,"ELA",53,667
"14K017","All Grades",2006,"ELA",169,NA
"14K017","All Grades",2007,"ELA",189,NA
"14K017","All Grades",2008,"ELA",181,NA
"14K017","All Grades",2009,"ELA",184,NA
"14K017","All Grades",2010,"ELA",170,NA
"14K017","All Grades",2011,"ELA",191,662
"14K017","All Grades",2012,"ELA",176,666
"14K018","3",2006,"ELA",31,647
"14K018","3",2007,"ELA",55,649
"14K018","3",2008,"ELA",32,651
"14K018","3",2009,"ELA",34,661
"14K018","3",2010,"ELA",41,656
"14K018","3",2011,"ELA",21,659
"14K018","3",2012,"ELA",28,658
"14K018","4",2006,"ELA",37,638
"14K018","4",2007,"ELA",33,643
"14K018","4",2008,"ELA",60,654
"14K018","4",2009,"ELA",36,647
"14K018","4",2010,"ELA",34,662
"14K018","4",2011,"ELA",42,662
"14K018","4",2012,"ELA",19,671
"14K018","5",2006,"ELA",35,643
"14K018","5",2007,"ELA",37,659
"14K018","5",2008,"ELA",28,670
"14K018","5",2009,"ELA",55,663
"14K018","5",2010,"ELA",33,662
"14K018","5",2011,"ELA",35,663
"14K018","5",2012,"ELA",43,665
"14K018","All Grades",2006,"ELA",103,NA
"14K018","All Grades",2007,"ELA",125,NA
"14K018","All Grades",2008,"ELA",120,NA
"14K018","All Grades",2009,"ELA",125,NA
"14K018","All Grades",2010,"ELA",108,NA
"14K018","All Grades",2011,"ELA",98,662
"14K018","All Grades",2012,"ELA",90,664
"14K019","3",2006,"ELA",70,646
"14K019","3",2007,"ELA",123,640
"14K019","3",2008,"ELA",102,637
"14K019","3",2009,"ELA",68,645
"14K019","3",2010,"ELA",63,655
"14K019","3",2011,"ELA",87,644
"14K019","3",2012,"ELA",72,640
"14K019","4",2006,"ELA",65,646
"14K019","4",2007,"ELA",104,634
"14K019","4",2008,"ELA",106,637
"14K019","4",2009,"ELA",98,641
"14K019","4",2010,"ELA",63,647
"14K019","4",2011,"ELA",69,646
"14K019","4",2012,"ELA",77,652
"14K019","5",2006,"ELA",106,642
"14K019","5",2007,"ELA",80,651
"14K019","5",2008,"ELA",93,647
"14K019","5",2009,"ELA",94,656
"14K019","5",2010,"ELA",93,653
"14K019","5",2011,"ELA",67,651
"14K019","5",2012,"ELA",63,656
"14K019","All Grades",2006,"ELA",241,NA
"14K019","All Grades",2007,"ELA",307,NA
"14K019","All Grades",2008,"ELA",301,NA
"14K019","All Grades",2009,"ELA",260,NA
"14K019","All Grades",2010,"ELA",219,NA
"14K019","All Grades",2011,"ELA",223,647
"14K019","All Grades",2012,"ELA",212,649
"14K023","3",2006,"ELA",42,644
"14K023","3",2007,"ELA",48,633
"14K023","3",2008,"ELA",67,643
"14K023","3",2009,"ELA",53,651
"14K023","3",2010,"ELA",48,652
"14K023","3",2011,"ELA",45,648
"14K023","3",2012,"ELA",49,647
"14K023","4",2006,"ELA",31,642
"14K023","4",2007,"ELA",42,646
"14K023","4",2008,"ELA",43,647
"14K023","4",2009,"ELA",55,641
"14K023","4",2010,"ELA",42,657
"14K023","4",2011,"ELA",42,654
"14K023","4",2012,"ELA",52,658
"14K023","5",2006,"ELA",48,639
"14K023","5",2007,"ELA",36,641
"14K023","5",2008,"ELA",38,655
"14K023","5",2009,"ELA",38,652
"14K023","5",2010,"ELA",49,658
"14K023","5",2011,"ELA",45,661
"14K023","5",2012,"ELA",37,654
"14K023","All Grades",2006,"ELA",121,NA
"14K023","All Grades",2007,"ELA",126,NA
"14K023","All Grades",2008,"ELA",148,NA
"14K023","All Grades",2009,"ELA",146,NA
"14K023","All Grades",2010,"ELA",139,NA
"14K023","All Grades",2011,"ELA",132,654
"14K023","All Grades",2012,"ELA",138,653
"14K031","3",2006,"ELA",93,691
"14K031","3",2007,"ELA",102,699
"14K031","3",2008,"ELA",81,684
"14K031","3",2009,"ELA",71,685
"14K031","3",2010,"ELA",90,703
"14K031","3",2011,"ELA",80,681
"14K031","3",2012,"ELA",71,680
"14K031","4",2006,"ELA",98,678
"14K031","4",2007,"ELA",93,688
"14K031","4",2008,"ELA",92,696
"14K031","4",2009,"ELA",78,691
"14K031","4",2010,"ELA",70,698
"14K031","4",2011,"ELA",89,695
"14K031","4",2012,"ELA",80,699
"14K031","5",2006,"ELA",89,685
"14K031","5",2007,"ELA",96,686
"14K031","5",2008,"ELA",90,692
"14K031","5",2009,"ELA",85,704
"14K031","5",2010,"ELA",76,700
"14K031","5",2011,"ELA",66,687
"14K031","5",2012,"ELA",84,690
"14K031","All Grades",2006,"ELA",280,NA
"14K031","All Grades",2007,"ELA",291,NA
"14K031","All Grades",2008,"ELA",263,NA
"14K031","All Grades",2009,"ELA",234,NA
"14K031","All Grades",2010,"ELA",236,NA
"14K031","All Grades",2011,"ELA",235,688
"14K031","All Grades",2012,"ELA",235,690
"14K034","3",2006,"ELA",38,684
"14K034","3",2007,"ELA",67,682
"14K034","3",2008,"ELA",66,675
"14K034","3",2009,"ELA",72,687
"14K034","3",2010,"ELA",74,674
"14K034","3",2011,"ELA",64,677
"14K034","3",2012,"ELA",83,676
"14K034","4",2006,"ELA",67,685
"14K034","4",2007,"ELA",60,676
"14K034","4",2008,"ELA",64,683
"14K034","4",2009,"ELA",65,680
"14K034","4",2010,"ELA",74,680
"14K034","4",2011,"ELA",77,687
"14K034","4",2012,"ELA",63,686
"14K034","5",2006,"ELA",64,683
"14K034","5",2007,"ELA",76,686
"14K034","5",2008,"ELA",60,690
"14K034","5",2009,"ELA",65,687
"14K034","5",2010,"ELA",61,690
"14K034","5",2011,"ELA",70,678
"14K034","5",2012,"ELA",75,678
"14K034","All Grades",2006,"ELA",169,NA
"14K034","All Grades",2007,"ELA",203,NA
"14K034","All Grades",2008,"ELA",190,NA
"14K034","All Grades",2009,"ELA",202,NA
"14K034","All Grades",2010,"ELA",209,NA
"14K034","All Grades",2011,"ELA",211,681
"14K034","All Grades",2012,"ELA",221,679
"14K050","6",2006,"ELA",259,622
"14K050","6",2007,"ELA",200,639
"14K050","6",2008,"ELA",192,642
"14K050","6",2009,"ELA",162,652
"14K050","6",2010,"ELA",125,647
"14K050","6",2011,"ELA",109,646
"14K050","6",2012,"ELA",103,652
"14K050","7",2006,"ELA",215,629
"14K050","7",2007,"ELA",265,628
"14K050","7",2008,"ELA",211,645
"14K050","7",2009,"ELA",203,653
"14K050","7",2010,"ELA",156,650
"14K050","7",2011,"ELA",133,646
"14K050","7",2012,"ELA",116,651
"14K050","8",2006,"ELA",192,625
"14K050","8",2007,"ELA",218,635
"14K050","8",2008,"ELA",244,632
"14K050","8",2009,"ELA",219,642
"14K050","8",2010,"ELA",197,642
"14K050","8",2011,"ELA",164,638
"14K050","8",2012,"ELA",138,639
"14K050","All Grades",2006,"ELA",666,NA
"14K050","All Grades",2007,"ELA",683,NA
"14K050","All Grades",2008,"ELA",647,NA
"14K050","All Grades",2009,"ELA",584,NA
"14K050","All Grades",2010,"ELA",478,NA
"14K050","All Grades",2011,"ELA",406,643
"14K050","All Grades",2012,"ELA",357,647
"14K059","3",2006,"ELA",84,642
"14K059","3",2007,"ELA",89,642
"14K059","3",2008,"ELA",73,651
"14K059","3",2009,"ELA",78,646
"14K059","3",2010,"ELA",61,643
"14K059","3",2011,"ELA",81,641
"14K059","3",2012,"ELA",71,648
"14K059","4",2006,"ELA",73,643
"14K059","4",2007,"ELA",84,633
"14K059","4",2008,"ELA",72,645
"14K059","4",2009,"ELA",65,650
"14K059","4",2010,"ELA",68,646
"14K059","4",2011,"ELA",54,655
"14K059","4",2012,"ELA",69,656
"14K059","5",2006,"ELA",68,644
"14K059","5",2007,"ELA",84,640
"14K059","5",2008,"ELA",80,648
"14K059","5",2009,"ELA",73,662
"14K059","5",2010,"ELA",67,656
"14K059","5",2011,"ELA",53,662
"14K059","5",2012,"ELA",52,658
"14K059","All Grades",2006,"ELA",225,NA
"14K059","All Grades",2007,"ELA",257,NA
"14K059","All Grades",2008,"ELA",225,NA
"14K059","All Grades",2009,"ELA",216,NA
"14K059","All Grades",2010,"ELA",196,NA
"14K059","All Grades",2011,"ELA",188,651
"14K059","All Grades",2012,"ELA",192,653
"14K071","6",2006,"ELA",180,627
"14K071","6",2007,"ELA",154,637
"14K071","6",2008,"ELA",162,642
"14K071","6",2009,"ELA",132,651
"14K071","6",2010,"ELA",129,648
"14K071","6",2011,"ELA",120,649
"14K071","6",2012,"ELA",108,651
"14K071","7",2006,"ELA",161,626
"14K071","7",2007,"ELA",192,629
"14K071","7",2008,"ELA",164,645
"14K071","7",2009,"ELA",157,649
"14K071","7",2010,"ELA",135,645
"14K071","7",2011,"ELA",132,647
"14K071","7",2012,"ELA",110,651
"14K071","8",2006,"ELA",155,618
"14K071","8",2007,"ELA",168,633
"14K071","8",2008,"ELA",167,633
"14K071","8",2009,"ELA",154,641
"14K071","8",2010,"ELA",165,640
"14K071","8",2011,"ELA",131,633
"14K071","8",2012,"ELA",119,639
"14K071","All Grades",2006,"ELA",496,NA
"14K071","All Grades",2007,"ELA",514,NA
"14K071","All Grades",2008,"ELA",493,NA
"14K071","All Grades",2009,"ELA",443,NA
"14K071","All Grades",2010,"ELA",429,NA
"14K071","All Grades",2011,"ELA",383,643
"14K071","All Grades",2012,"ELA",337,647
"14K084","3",2006,"ELA",50,647
"14K084","3",2007,"ELA",74,634
"14K084","3",2008,"ELA",65,639
"14K084","3",2009,"ELA",62,652
"14K084","3",2010,"ELA",68,647
"14K084","3",2011,"ELA",51,651
"14K084","3",2012,"ELA",53,659
"14K084","4",2006,"ELA",54,641
"14K084","4",2007,"ELA",70,630
"14K084","4",2008,"ELA",68,638
"14K084","4",2009,"ELA",62,645
"14K084","4",2010,"ELA",60,659
"14K084","4",2011,"ELA",67,655
"14K084","4",2012,"ELA",51,651
"14K084","5",2006,"ELA",82,640
"14K084","5",2007,"ELA",67,646
"14K084","5",2008,"ELA",67,649
"14K084","5",2009,"ELA",66,650
"14K084","5",2010,"ELA",61,655
"14K084","5",2011,"ELA",54,657
"14K084","5",2012,"ELA",62,659
"14K084","All Grades",2006,"ELA",186,NA
"14K084","All Grades",2007,"ELA",211,NA
"14K084","All Grades",2008,"ELA",200,NA
"14K084","All Grades",2009,"ELA",190,NA
"14K084","All Grades",2010,"ELA",189,NA
"14K084","All Grades",2011,"ELA",172,655
"14K084","All Grades",2012,"ELA",166,657
"14K110","3",2006,"ELA",56,667
"14K110","3",2007,"ELA",55,653
"14K110","3",2008,"ELA",54,662
"14K110","3",2009,"ELA",49,682
"14K110","3",2010,"ELA",53,669
"14K110","3",2011,"ELA",48,660
"14K110","3",2012,"ELA",51,667
"14K110","4",2006,"ELA",71,652
"14K110","4",2007,"ELA",70,647
"14K110","4",2008,"ELA",51,664
"14K110","4",2009,"ELA",50,667
"14K110","4",2010,"ELA",49,678
"14K110","4",2011,"ELA",51,673
"14K110","4",2012,"ELA",51,664
"14K110","5",2006,"ELA",61,645
"14K110","5",2007,"ELA",70,656
"14K110","5",2008,"ELA",64,656
"14K110","5",2009,"ELA",47,665
"14K110","5",2010,"ELA",45,677
"14K110","5",2011,"ELA",50,678
"14K110","5",2012,"ELA",47,671
"14K110","All Grades",2006,"ELA",188,NA
